"ID","PredictedProb"
0,0.208130240440369
1,0.915284380316734
2,0.863186910748482
7,0.502604186534882
10,0.774954587221146
11,0.530744194984436
13,0.907072439789772
14,0.68035763502121
15,0.850128203630447
16,0.871389806270599
17,0.64822182059288
18,0.860819160938263
19,0.933509275317192
20,0.871130645275116
25,0.880332767963409
26,0.85483792424202
29,0.716631263494492
38,0.973799185827374
41,0.925387747585773
44,0.590250194072723
45,0.377492368221283
47,0.653987169265747
48,0.768331497907639
49,0.692128717899323
50,0.882354013621807
53,0.589096277952194
56,0.478914380073547
59,0.871905103325844
60,0.615891396999359
64,0.789953470230103
65,0.924745537340641
66,0.841208696365356
68,0.887163482606411
69,0.651446253061295
70,0.894397586584091
71,0.774711117148399
72,0.623594671487808
76,0.801535665988922
80,0.843644186854362
82,0.836195006966591
83,0.943279150873423
85,0.812540009617805
86,0.890320651233196
87,0.710289895534515
89,0.803140312433243
97,0.797172740101814
99,0.643887996673584
101,0.748664647340775
102,0.427080810070038
103,0.556323289871216
104,0.441812932491302
106,0.949650183320045
107,0.683356672525406
109,0.875589028000832
111,0.471733748912811
113,0.888146914541721
114,0.56786185503006
118,0.824270308017731
119,0.7462557554245
120,0.875559687614441
123,0.645835757255554
128,0.453954517841339
129,0.749774932861328
131,0.929355971515179
133,0.706422030925751
134,0.817998185753822
136,0.896856032311916
137,0.52565586566925
139,0.677633255720139
140,0.859858825802803
142,0.741954982280731
144,0.698625147342682
146,0.919559046626091
147,0.745895057916641
148,0.916730664670467
150,0.442026615142822
151,0.327156722545624
152,0.963113892823458
155,0.950428627431393
158,0.909137420356274
159,0.616788595914841
160,0.959733854979277
161,0.710233062505722
165,0.945000611245632
166,0.483560562133789
170,0.940030470490456
171,0.751359507441521
174,0.705057680606842
175,0.709058254957199
179,0.77594330906868
180,0.903687238693237
181,0.82909631729126
184,0.749071300029755
185,0.578228950500488
187,0.797185242176056
188,0.810908585786819
190,0.814499780535698
191,0.750753775238991
192,0.708340704441071
193,0.875674493610859
196,0.758961066603661
197,0.684532046318054
198,0.625984370708466
205,0.152413547039032
211,0.902992986142635
213,0.786000907421112
214,0.836058810353279
217,0.633712291717529
218,0.83184939622879
221,0.77330669760704
222,0.654674857854843
225,0.783896461129189
229,0.782180905342102
236,0.734272450208664
237,0.862647771835327
238,0.890504278242588
